ZIP Code,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,Land Area,Water Area,Latitude,Longitude
34761,34761,B5,G6350,S,40906283,2995211,+28.5785766,-081.5341159
34762,34762,B5,G6350,S,23664954,1277213,+28.7573306,-081.9204480
73573,73573,B5,G6350,S,553951959,25132780,+34.1656407,-097.9386426
72137,72137,B5,G6350,S,176619780,114135,+35.3362711,-092.0421785
92252,92252,B5,G6350,S,232857953,0,+34.1683332,-116.2884293
72456,72456,B5,G6350,S,119944161,281989,+36.4472542,-090.3383557
72457,72457,B5,G6350,S,517398,0,+36.0889454,-091.0681755
72458,72458,B5,G6350,S,67330684,3210906,+36.0726014,-091.1585494
72459,72459,B5,G6350,S,257523378,688234,+36.2925233,-091.2929894
72460,72460,B5,G6350,S,154789528,87838,+36.3498226,-091.1693032
72461,72461,B5,G6350,S,469633578,585893,+36.2661466,-090.2852384
72462,72462,B5,G6350,S,15620107,884831,+36.3891252,-090.7593347
72464,72464,B5,G6350,S,345399,0,+36.4578395,-090.1440424
72466,72466,B5,G6350,S,319528477,691992,+36.0537925,-091.3307266
72467,72467,B5,G6350,S,86368,0,+35.8410390,-090.6756018
72469,72469,B5,G6350,S,199089322,2517982,+35.9518245,-091.2890725
06108,06108,B5,G6350,S,21022998,1143825,+41.7803750,-072.6239448
06109,06109,B5,G6350,S,31862531,2071395,+41.7024837,-072.6693014
06110,06110,B5,G6350,S,8638997,0,+41.7326838,-072.7336046
06111,06111,B5,G6350,S,34034099,0,+41.6869933,-072.7308386
41180,41180,B5,G6350,S,184664248,634131,+38.1504275,-082.8841528
41183,41183,B5,G6350,S,3339459,2216954,+38.5533737,-082.7378414
41189,41189,B5,G6350,S,156928954,408621,+38.5476388,-083.5628884
41201,41201,B5,G6350,S,25771446,1538700,+38.0744531,-082.7382903
41203,41203,B5,G6350,S,15739802,9517,+37.8410811,-082.4574427
41204,41204,B5,G6350,S,31452795,2324,+37.8295425,-082.6723329
41214,41214,B5,G6350,S,51879661,14400,+37.8094139,-082.6107414
41216,41216,B5,G6350,S,41138545,97681,+37.7324931,-082.8037520
41219,41219,B5,G6350,S,118106911,960558,+37.9258553,-082.9053486
41222,41222,B5,G6350,S,74840545,369586,+37.7558906,-082.8584539
41224,41224,B5,G6350,S,234475326,887121,+37.8051086,-082.5455744
41226,41226,B5,G6350,S,14579597,29806,+37.9811286,-082.9522134
41230,41230,B5,G6350,S,585828090,7829396,+38.0437945,-082.6727567
41231,41231,B5,G6350,S,14938319,473979,+37.8135494,-082.4068761
41232,41232,B5,G6350,S,29371383,14260,+37.9410178,-082.7297190
41234,41234,B5,G6350,S,13007757,5357,+37.7902270,-082.7419332
41238,41238,B5,G6350,S,58422469,1185255,+37.8462304,-082.9611808
41240,41240,B5,G6350,S,116104356,910583,+37.8239748,-082.7964861
41250,41250,B5,G6350,S,197140729,672546,+37.7154806,-082.4558348
41254,41254,B5,G6350,S,25761391,289106,+37.8873018,-082.7152978
41255,41255,B5,G6350,S,39238327,11129,+37.9073743,-082.8250009
41256,41256,B5,G6350,S,57133742,1542896,+37.8400902,-082.8967690
41257,41257,B5,G6350,S,15419412,12198,+37.9186486,-082.7949227
41260,41260,B5,G6350,S,6571075,39146,+37.8255690,-082.7527854
41262,41262,B5,G6350,S,57573649,17004,+37.8450955,-082.6300928
41263,41263,B5,G6350,S,16317282,213088,+37.8644224,-082.7518805
41264,41264,B5,G6350,S,31137378,204749,+37.9249097,-082.6814545
41265,41265,B5,G6350,S,78152224,1537400,+37.7481831,-082.7072531
41267,41267,B5,G6350,S,19962849,387368,+37.8782429,-082.4410043
40057,40057,B5,G6350,S,252979993,2356099,+38.3941943,-085.0429082
40058,40058,B5,G6350,S,61523,0,+38.4327378,-085.1704642
38619,38619,B5,G6350,S,355927223,51480243,+34.5181420,-089.8355411
01001,01001,B5,G6350,S,29796340,2117032,+42.0623678,-072.6257536
01002,01002,B5,G6350,S,142617855,4281800,+42.3640311,-072.4587594
01003,01003,B5,G6350,S,1842385,12788,+42.3896977,-072.5240088
01005,01005,B5,G6350,S,114638390,666424,+42.4188835,-072.1120769
01007,01007,B5,G6350,S,136236050,6944233,+42.2790098,-072.4004682
01008,01008,B5,G6350,S,139346412,5108938,+42.1901905,-072.9542627
01009,01009,B5,G6350,S,2104351,0,+42.2096688,-072.3397430
01010,01010,B5,G6350,S,90060194,1415647,+42.1281757,-072.2053516
12486,12486,B5,G6350,S,8784846,489968,+41.8324170,-074.0639836
11220,11220,B5,G6350,S,4519576,0,+40.6410869,-074.0165522
11221,11221,B5,G6350,S,3582803,0,+40.6913401,-073.9278789
11222,11222,B5,G6350,S,3974683,194195,+40.7277898,-073.9476050
11223,11223,B5,G6350,S,5370771,0,+40.5971433,-073.9734260
11224,11224,B5,G6350,S,4107697,78749,+40.5773723,-073.9887059
28790,28790,B5,G6350,S,108476820,690646,+35.2004803,-082.5247743
28791,28791,B5,G6350,S,42603263,359135,+35.3561044,-082.5081811
28792,28792,B5,G6350,S,260577461,716641,+35.3835030,-082.3702722
28801,28801,B5,G6350,S,13150791,247415,+35.5945386,-082.5579718
28803,28803,B5,G6350,S,99280611,924860,+35.5317029,-082.5230213
28804,28804,B5,G6350,S,68840953,1493126,+35.6483780,-082.5638492
28805,28805,B5,G6350,S,67257939,40781,+35.6336982,-082.4831669
28806,28806,B5,G6350,S,98337442,874130,+35.5719711,-082.6147292
28901,28901,B5,G6350,S,163811795,0,+35.1980927,-083.8103593
28902,28902,B5,G6350,S,58734832,119764,+35.0229478,-083.9582937
28904,28904,B5,G6350,S,491868757,14905363,+35.0686298,-083.7335934
28905,28905,B5,G6350,S,116578299,0,+35.1639261,-083.9401098
28906,28906,B5,G6350,S,864597165,28824944,+35.1001363,-084.1385940
28909,28909,B5,G6350,S,25550395,0,+35.0016078,-083.9047523
45241,45241,B5,G6350,S,45547876,148740,+39.2763620,-084.3971082
45242,45242,B5,G6350,S,35725258,84568,+39.2428029,-084.3529959
45243,45243,B5,G6350,S,50306767,226877,+39.1885572,-084.3360212
45244,45244,B5,G6350,S,56886732,1579432,+39.1142491,-084.3264682
45245,45245,B5,G6350,S,40857284,95448,+39.0611247,-084.2761362
45246,45246,B5,G6350,S,26301477,29174,+39.2898498,-084.4691999
45247,45247,B5,G6350,S,54962348,387731,+39.2166933,-084.6611078
45248,45248,B5,G6350,S,30796164,0,+39.1643020,-084.6625385
17056,17056,B5,G6350,S,218736,0,+40.5372876,-077.3542598
17057,17057,B5,G6350,S,83662824,17453506,+40.1935621,-076.7245729
17058,17058,B5,G6350,S,102193124,405981,+40.5048001,-077.5532971
17059,17059,B5,G6350,S,212703279,2269914,+40.5891280,-077.3905585
17060,17060,B5,G6350,S,65157006,128384,+40.4692613,-077.8939561
17061,17061,B5,G6350,S,88498701,13839169,+40.5667030,-076.9090902
17062,17062,B5,G6350,S,210585306,2507853,+40.5467735,-077.1876563
17063,17063,B5,G6350,S,242610076,777131,+40.7610260,-077.4849474
17064,17064,B5,G6350,S,3068575,0,+40.2422306,-076.4761112
17065,17065,B5,G6350,S,22350843,438750,+40.1102115,-077.1890873
17066,17066,B5,G6350,S,82876343,1967274,+40.3525627,-077.8692274
17067,17067,B5,G6350,S,127096889,217077,+40.3904230,-076.3150484
17068,17068,B5,G6350,S,86973963,270427,+40.4105824,-077.1782993
17069,17069,B5,G6350,S,126935,0,+40.4539871,-076.9700393
17070,17070,B5,G6350,S,34718262,151654,+40.2041918,-076.8682224
17071,17071,B5,G6350,S,21551199,11044,+40.2984145,-077.6019339
17072,17072,B5,G6350,S,172923,0,+40.2337314,-077.0817277
17073,17073,B5,G6350,S,67348979,88981,+40.3028377,-076.2551608
17074,17074,B5,G6350,S,164773990,3865084,+40.4792825,-077.1483748
98166,98166,B5,G6350,S,14647288,4073964,+47.4515760,-122.3529856
98168,98168,B5,G6350,S,23028547,418365,+47.4895690,-122.2999597
98174,98174,B5,G6350,S,9145,0,+47.6045690,-122.3353595
98177,98177,B5,G6350,S,14673022,3649609,+47.7423108,-122.3766354
98178,98178,B5,G6350,S,12550950,2627964,+47.4987638,-122.2450653
98188,98188,B5,G6350,S,19502767,756992,+47.4465678,-122.2721094
98195,98195,B5,G6350,S,181173,51914,+47.6493245,-122.3102933
83338,83338,B5,G6350,S,713428825,4918904,+42.7285301,-114.4321258
98198,98198,B5,G6350,S,19966550,2504719,+47.3913188,-122.3149708
98199,98199,B5,G6350,S,10848075,3887509,+47.6513707,-122.4073486
83340,83340,B5,G6350,S,1439347990,7943003,+43.7361273,-114.5819261
83341,83341,B5,G6350,S,260488636,1210584,+42.4191065,-114.3707415
98201,98201,B5,G6350,S,19360832,6821820,+48.0063109,-122.2100442
98203,98203,B5,G6350,S,27722522,2252125,+47.9455190,-122.2310955
98204,98204,B5,G6350,S,20792592,0,+47.9013504,-122.2608734
83342,83342,B5,G6350,S,3200238325,1345928,+42.1774662,-113.2550973
98205,98205,B5,G6350,S,49033567,6396212,+47.9885951,-122.1501485
98207,98207,B5,G6350,S,566382,219624,+47.9869557,-122.2244947
83344,83344,B5,G6350,S,297741827,1444046,+42.4469189,-114.1383023
83346,83346,B5,G6350,S,806670300,2672134,+42.3114922,-114.0803394
98208,98208,B5,G6350,S,41920196,616852,+47.9005855,-122.1892133
98220,98220,B5,G6350,S,52920497,245139,+48.6849452,-122.1951937
98221,98221,B5,G6350,S,137452368,34717710,+48.5050248,-122.6592851
98222,98222,B5,G6350,S,17123095,16710880,+48.5706670,-122.8174655
83347,83347,B5,G6350,S,544020666,4673912,+42.8361319,-113.9820186
83348,83348,B5,G6350,S,171875575,199629,+43.2494716,-114.1076799
76486,76486,B5,G6350,S,267514480,2572019,+33.0146393,-098.0531903
76487,76487,B5,G6350,S,232161639,685413,+32.9724821,-097.9048788
76490,76490,B5,G6350,S,1924866,0,+32.9454711,-098.0189012
76491,76491,B5,G6350,S,327794337,791440,+33.0368720,-099.0488066
76501,76501,B5,G6350,S,302543278,2020870,+31.0753033,-097.2524335
76502,76502,B5,G6350,S,163021355,6488015,+31.1040222,-097.4120454
76504,76504,B5,G6350,S,70042883,375660,+31.1378860,-097.3736530
76508,76508,B5,G6350,S,149412,0,+31.0775682,-097.3640644
76511,76511,B5,G6350,S,203063846,1122766,+30.8020858,-097.4243625
76513,76513,B5,G6350,S,272943531,33082587,+31.0514691,-097.5000035
76518,76518,B5,G6350,S,301767675,966432,+30.8526526,-097.1488976
76519,76519,B5,G6350,S,132421762,557047,+31.0303351,-097.1924900
76520,76520,B5,G6350,S,780281648,2661259,+30.8911291,-096.9076015
76522,76522,B5,G6350,S,297509144,65087,+31.2190453,-097.9682237
76523,76523,B5,G6350,S,1570856,28902,+30.7892539,-097.2916278
76524,76524,B5,G6350,S,174111281,1068021,+31.2686436,-097.2024954
76525,76525,B5,G6350,S,497566278,170218,+31.4997225,-098.1306400
76527,76527,B5,G6350,S,332470549,1088225,+30.8417951,-097.8096985
76528,76528,B5,G6350,S,1304875330,18349770,+31.4173164,-097.7559311
76530,76530,B5,G6350,S,241945146,13272951,+30.7108572,-097.4138850
76531,76531,B5,G6350,S,987926490,638064,+31.6868120,-098.1870300
76534,76534,B5,G6350,S,228990295,2037989,+30.8843712,-097.3784534
76537,76537,B5,G6350,S,139260709,523639,+30.8174007,-097.6028998
76538,76538,B5,G6350,S,388618820,181748,+31.6288710,-097.9220968
76539,76539,B5,G6350,S,355872640,681569,+31.0955823,-098.0274583
78372,78372,B5,G6350,S,555017310,52973,+27.9879832,-098.0669796
24847,24847,B5,G6350,S,4626831,51382,+37.5771062,-081.4184160
24848,24848,B5,G6350,S,34460793,45221,+37.3037419,-081.4606937
24849,24849,B5,G6350,S,26898129,97266,+37.6657809,-081.5427612
24850,24850,B5,G6350,S,39389004,343,+37.3210027,-081.8504972
24851,24851,B5,G6350,S,1940516,141973,+37.6013713,-081.8336851
24853,24853,B5,G6350,S,56507119,37799,+37.4354465,-081.5118234
24854,24854,B5,G6350,S,15234974,24263,+37.7364928,-081.5726846
24857,24857,B5,G6350,S,21355945,114226,+37.6725101,-081.6603021
24860,24860,B5,G6350,S,15421045,92815,+37.6601784,-081.6075779
24861,24861,B5,G6350,S,10367191,3144,+37.3509508,-081.3631304
24862,24862,B5,G6350,S,27758297,108469,+37.4691775,-081.9645690
24866,24866,B5,G6350,S,26392449,0,+37.2481328,-081.5803250
24867,24867,B5,G6350,S,34097862,123733,+37.5957644,-081.4447145
24868,24868,B5,G6350,S,104792539,88284,+37.4384503,-081.3890634
24869,24869,B5,G6350,S,11998465,4510,+37.5627208,-081.8381040
24870,24870,B5,G6350,S,100890636,399700,+37.7654446,-081.5102186
24871,24871,B5,G6350,S,22651085,116275,+37.3593013,-081.4683040
24872,24872,B5,G6350,S,80236600,308230,+37.4493685,-081.9204786
24873,24873,B5,G6350,S,42777427,4892,+37.3661481,-081.8781933
24874,24874,B5,G6350,S,170933740,839155,+37.5425276,-081.5553406
24878,24878,B5,G6350,S,22939061,129413,+37.4393615,-081.6254175
24879,24879,B5,G6350,S,40507436,60822,+37.3138964,-081.7586863
24880,24880,B5,G6350,S,12648685,4322,+37.6496347,-081.5320107
24881,24881,B5,G6350,S,31437844,118221,+37.4313418,-081.6845957
24882,24882,B5,G6350,S,32163679,651667,+37.6256932,-081.7659942
24884,24884,B5,G6350,S,57799968,9555,+37.2932667,-081.6235918
24887,24887,B5,G6350,S,7537382,961,+37.3733454,-081.4041726
24888,24888,B5,G6350,S,14245527,26196,+37.3928043,-081.4832516
24892,24892,B5,G6350,S,56511084,284827,+37.3269395,-081.6877846
24894,24894,B5,G6350,S,18537727,53677,+37.2749652,-081.7136712
24898,24898,B5,G6350,S,616014,107796,+37.5938533,-081.6101282
24901,24901,B5,G6350,S,225934096,1048386,+37.8554025,-080.4515537
24910,24910,B5,G6350,S,356344148,1813435,+37.7505109,-080.6481457
24915,24915,B5,G6350,S,130088421,31,+38.4646148,-079.7759439
24916,24916,B5,G6350,S,43566998,23949,+37.8286151,-080.5809881
24918,24918,B5,G6350,S,113057954,363598,+37.5221732,-080.7453099
24920,24920,B5,G6350,S,182197286,85433,+38.5800791,-079.7042119
24924,24924,B5,G6350,S,61691390,612715,+38.3163492,-080.2381481
24925,24925,B5,G6350,S,90063318,508189,+37.7097253,-080.3764595
24927,24927,B5,G6350,S,103780192,22909,+38.3751854,-079.9570993
24931,24931,B5,G6350,S,164271292,208216,+37.9190113,-080.5886014
24934,24934,B5,G6350,S,170020679,101470,+38.3336255,-079.8910451
38474,38474,B5,G6350,S,281546494,395869,+35.5184027,-087.2259084
38475,38475,B5,G6350,S,162706255,0,+35.2534751,-088.0160921
38476,38476,B5,G6350,S,108010963,0,+35.8411969,-087.2137561
38477,38477,B5,G6350,S,243565614,193785,+35.0649743,-086.9930850
38478,38478,B5,G6350,S,676428852,287508,+35.2328787,-087.0058718
38481,38481,B5,G6350,S,30370141,0,+35.0312944,-087.4923720
38482,38482,B5,G6350,S,111240595,11042,+35.7688250,-087.1498959
38483,38483,B5,G6350,S,252714418,527102,+35.4407645,-087.3336586
38485,38485,B5,G6350,S,701464511,39991,+35.3566719,-087.7822475
38486,38486,B5,G6350,S,185115530,0,+35.1705671,-087.5451121
38487,38487,B5,G6350,S,126279391,93923,+35.7183868,-087.2334605
38488,38488,B5,G6350,S,152421171,115490,+35.0429167,-086.6634949
38501,38501,B5,G6350,S,230868377,461375,+36.2260453,-085.5332847
38504,38504,B5,G6350,S,123257702,0,+36.3955968,-084.7244338
38505,38505,B5,G6350,S,344149,0,+36.1750642,-085.5050750
38506,38506,B5,G6350,S,420732659,389508,+36.1870359,-085.4335180
38541,38541,B5,G6350,S,132124220,23777572,+36.5380183,-085.3356035
38542,38542,B5,G6350,S,8002523,0,+36.3171323,-085.2022150
38543,38543,B5,G6350,S,122670291,604231,+36.3500883,-085.1500034
38544,38544,B5,G6350,S,214723863,7630354,+36.1235881,-085.6631427
38545,38545,B5,G6350,S,63929991,0,+36.2320942,-085.6628261
38547,38547,B5,G6350,S,84906105,119487,+36.1572527,-086.0079050
38548,38548,B5,G6350,S,69677574,312847,+36.1641521,-085.7905129
38549,38549,B5,G6350,S,190586363,18379227,+36.5620896,-085.1490653
38551,38551,B5,G6350,S,240393029,35482796,+36.5580503,-085.4871782
38552,38552,B5,G6350,S,16409026,788206,+36.2176847,-085.8137688
38553,38553,B5,G6350,S,124094916,0,+36.2018667,-085.0063188
38554,38554,B5,G6350,S,83480285,0,+36.2494904,-085.1616547
38555,38555,B5,G6350,S,251148202,953956,+35.8878806,-084.9890158
38556,38556,B5,G6350,S,825018314,962231,+36.4067606,-084.9189485
38558,38558,B5,G6350,S,58184183,1990915,+36.0098511,-084.8665575
38559,38559,B5,G6350,S,50511239,871284,+35.8084366,-085.5080138
38560,38560,B5,G6350,S,88025100,10035899,+36.2219258,-085.8556393
38562,38562,B5,G6350,S,355005317,22693668,+36.3540016,-085.6576687
38563,38563,B5,G6350,S,82094143,129038,+36.2088032,-086.0207159
38564,38564,B5,G6350,S,73737227,4142735,+36.2759327,-085.7359152
38565,38565,B5,G6350,S,27702099,0,+36.2627491,-085.0094623
74848,74848,B5,G6350,S,656860599,11797331,+35.0788854,-096.3616258
74849,74849,B5,G6350,S,318047284,9778560,+34.9783911,-096.7355188
74850,74850,B5,G6350,S,149371715,1651540,+35.1096766,-096.1070562
74851,74851,B5,G6350,S,220780102,2949194,+35.4262385,-097.0819535
74852,74852,B5,G6350,S,188227666,273557,+35.1239405,-097.0088719
74854,74854,B5,G6350,S,198800943,1658927,+35.1085429,-096.7490969
74855,74855,B5,G6350,S,277497714,4797727,+35.5190450,-096.8985544
74856,74856,B5,G6350,S,323197239,1746250,+34.4217462,-096.8074819
74857,74857,B5,G6350,S,156181335,1123749,+35.3367992,-097.1967896
74859,74859,B5,G6350,S,776794497,13786139,+35.4564791,-096.3216218
74860,74860,B5,G6350,S,250402511,2683596,+35.5319033,-096.5698233
74864,74864,B5,G6350,S,292427528,3320861,+35.4953365,-096.7098098
74865,74865,B5,G6350,S,421673458,915765,+34.6021342,-096.8036119
74867,74867,B5,G6350,S,217752661,3004593,+34.9703040,-096.5634788
74868,74868,B5,G6350,S,551032902,2162507,+35.2785306,-096.6446128
74869,74869,B5,G6350,S,137496644,4598880,+35.6011839,-096.7600374
74871,74871,B5,G6350,S,440095453,3316712,+34.6051087,-096.5440609
74872,74872,B5,G6350,S,374191145,7702926,+34.7716956,-096.9880155
74873,74873,B5,G6350,S,383878580,932970,+35.2209874,-096.9695392
98102,98102,B5,G6350,S,3332466,695816,+47.6371398,-122.3218912
98103,98103,B5,G6350,S,12032281,1678886,+47.6782553,-122.3381521
83301,83301,B5,G6350,S,729559950,3901950,+42.4005547,-114.5248760
98104,98104,B5,G6350,S,2004184,252657,+47.6018832,-122.3294515
83302,83302,B5,G6350,S,1723722498,753408,+42.2268929,-115.0090325
83311,83311,B5,G6350,S,270915114,435831,+42.3917332,-113.5647196
83312,83312,B5,G6350,S,333739400,40449,+41.9758903,-113.6507236
98105,98105,B5,G6350,S,10690476,6098360,+47.6598613,-122.2849767
83313,83313,B5,G6350,S,597386016,11641493,+43.3507195,-114.2607564
98106,98106,B5,G6350,S,14260853,821037,+47.5440342,-122.3498743
98107,98107,B5,G6350,S,5690245,718834,+47.6675273,-122.3775511
83314,83314,B5,G6350,S,289942882,2792968,+42.9850160,-114.9515920
98108,98108,B5,G6350,S,19391376,972149,+47.5349315,-122.3058463
83316,83316,B5,G6350,S,674109519,3976669,+42.6255274,-114.8828001
98109,98109,B5,G6350,S,5164483,1104647,+47.6318633,-122.3442667
23510,23510,B5,G6350,S,3051276,863466,+36.8524145,-076.2914801
34104,34104,B5,G6350,S,25776322,1736733,+26.1499552,-081.7415625
54433,54433,B5,G6350,S,415611257,11370086,+45.2020630,-090.7919858
34105,34105,B5,G6350,S,25743815,1780075,+26.1900460,-081.7647770
23511,23511,B5,G6350,S,13772010,8024933,+36.9122319,-076.3258051
54435,54435,B5,G6350,S,567960641,8887518,+45.3604678,-089.4381971
34108,34108,B5,G6350,S,20112567,4001388,+26.2463075,-081.8083233
54436,54436,B5,G6350,S,276403024,1008556,+44.5345628,-090.4271618
34109,34109,B5,G6350,S,32512680,1989972,+26.2408423,-081.7638228
54437,54437,B5,G6350,S,308223452,2721059,+44.7772080,-090.6291358
23513,23513,B5,G6350,S,13233235,36629,+36.8897138,-076.2388601
34769,34769,B5,G6350,S,23657212,22528,+28.2446253,-081.2908465
34771,34771,B5,G6350,S,215584891,24932467,+28.2840143,-081.1739061
34772,34772,B5,G6350,S,250386202,59273223,+28.1630352,-081.2640790
34773,34773,B5,G6350,S,973403620,36948678,+28.1598760,-081.0075820
34785,34785,B5,G6350,S,197506211,8528142,+28.8372867,-082.0406216
34786,34786,B5,G6350,S,51582524,19394395,+28.4871407,-081.5519053
34787,34787,B5,G6350,S,178938431,27159636,+28.4849789,-081.6193194
34788,34788,B5,G6350,S,94738333,37510711,+28.8956170,-081.8082475
34797,34797,B5,G6350,S,12192594,991080,+28.7304675,-081.8266235
34945,34945,B5,G6350,S,633063162,394838,+27.4372655,-080.5572298
63826,63826,B5,G6350,S,8076603,11809,+36.1703612,-089.8417351
58380,58380,B5,G6350,S,444673156,25226762,+47.8251531,-098.5018539
63827,63827,B5,G6350,S,229174408,2199175,+36.2560120,-089.8873424
63828,63828,B5,G6350,S,2537453,0,+36.7503692,-089.6918408
58381,58381,B5,G6350,S,392743369,28329050,+47.8257653,-098.7487682
63829,63829,B5,G6350,S,61966900,724171,+36.0355097,-090.3088666
58382,58382,B5,G6350,S,344280932,12688299,+48.3181506,-098.7787917
63830,63830,B5,G6350,S,177909343,24701080,+36.1353499,-089.6901391
63833,63833,B5,G6350,S,211840943,461571,+36.6503441,-089.7307649
58384,58384,B5,G6350,S,1014879027,15121404,+48.5958674,-100.2655601
58385,58385,B5,G6350,S,318664015,14511189,+48.4727293,-099.6455845
58386,58386,B5,G6350,S,305879597,17598186,+48.3035836,-099.5988656
63834,63834,B5,G6350,S,644672052,30448348,+36.9142930,-089.2742329
63837,63837,B5,G6350,S,58754503,18932,+36.4619776,-089.9921507
92253,92253,B5,G6350,S,90604389,1103869,+33.6460833,-116.2752970
92254,92254,B5,G6350,S,120925855,6010359,+33.5438351,-115.9939064
86035,86035,B5,G6350,S,1881973978,2131804,+35.4567161,-110.9441831
92256,92256,B5,G6350,S,202433812,0,+34.0770697,-116.6064379
86036,86036,B5,G6350,S,2575611699,9085097,+36.7888983,-111.8154962
86038,86038,B5,G6350,S,125106224,13437740,+34.9843629,-111.4299835
92257,92257,B5,G6350,S,1926592486,197563352,+33.2942617,-115.2962287
92258,92258,B5,G6350,S,27385171,0,+33.9158391,-116.5598722
92259,92259,B5,G6350,S,839468736,0,+32.7377054,-115.9322002
86039,86039,B5,G6350,S,761743801,219048,+36.0558026,-110.5252157
92260,92260,B5,G6350,S,73542123,390602,+33.7082536,-116.4035340
92262,92262,B5,G6350,S,94992716,108613,+33.8609194,-116.5661602
92264,92264,B5,G6350,S,134866959,395656,+33.7110643,-116.4980578
92266,92266,B5,G6350,S,843740911,1765101,+33.3450273,-114.9159424
92267,92267,B5,G6350,S,42219469,2963395,+34.2737553,-114.1965250
86040,86040,B5,G6350,S,1950390786,32065980,+36.7054963,-111.4275382
92268,92268,B5,G6350,S,209377153,0,+34.2220793,-116.5642217
86042,86042,B5,G6350,S,183343786,52003,+35.8617582,-110.3841515
86043,86043,B5,G6350,S,270660581,93029,+35.8097006,-110.5334412
92270,92270,B5,G6350,S,69089032,1008460,+33.7685837,-116.4299880
92273,92273,B5,G6350,S,18066966,14423,+32.8172246,-115.7000756
92274,92274,B5,G6350,S,463279163,84833384,+33.4604565,-116.0845447
92275,92275,B5,G6350,S,161781930,261602343,+33.2920954,-115.8441656
92276,92276,B5,G6350,S,75942968,0,+33.8223303,-116.3642378
86045,86045,B5,G6350,S,3561472200,114258,+36.0964460,-111.1164155
92277,92277,B5,G6350,S,3613108949,53327,+34.1781049,-115.6428993
92278,92278,B5,G6350,S,2069556,0,+34.2299747,-116.0550650
92280,92280,B5,G6350,S,430161955,0,+34.0991320,-115.1105690
92281,92281,B5,G6350,S,36940940,0,+33.0517570,-115.6087518
92282,92282,B5,G6350,S,184150762,5497242,+33.9834226,-116.6907511
86046,86046,B5,G6350,S,3783515570,1510099,+35.4162407,-112.1265892
92283,92283,B5,G6350,S,1925959744,17943964,+32.8915458,-114.7729430
92284,92284,B5,G6350,S,285068641,0,+34.1860528,-116.4323760
99591,99591,B5,G6350,S,90081562,624012,+56.5827012,-169.6339420
99602,99602,B5,G6350,S,66891753,3380256,+62.1850945,-159.8590446
99603,99603,B5,G6350,S,2773388904,403166249,+59.5385186,-151.1869272
99604,99604,B5,G6350,S,20577480,149258,+61.5363435,-166.1223637
99605,99605,B5,G6350,S,789264021,94924074,+60.7873082,-149.5548684
99606,99606,B5,G6350,S,542093330,14160188,+59.8503437,-154.5495564
99607,99607,B5,G6350,S,2035594259,2036001,+61.7582870,-159.7833820
68517,68517,B5,G6350,S,69412631,395523,+40.9362466,-096.6150203
37130,37130,B5,G6350,S,135556301,178461,+35.8819047,-086.3189545
49534,49534,B5,G6350,S,90566827,2855245,+42.9644383,-085.7871805
37132,37132,B5,G6350,S,1315283,0,+35.8492735,-086.3643153
59718,59718,B5,G6350,S,619494284,1996470,+45.5762553,-111.1180999
22015,22015,B5,G6350,S,21714898,231461,+38.7876940,-077.2787694
49544,49544,B5,G6350,S,53859594,431659,+43.0389322,-085.7465700
59720,59720,B5,G6350,S,943836072,9251756,+44.8581944,-111.7300165
37134,37134,B5,G6350,S,101202941,26625204,+35.9927409,-087.9480932
22025,22025,B5,G6350,S,17637528,428281,+38.5977284,-077.3394584
37135,37135,B5,G6350,S,97110767,15802,+35.9157886,-086.6765871
49546,49546,B5,G6350,S,46772752,1617815,+42.9329196,-085.5358658
43130,43130,B5,G6350,S,419282803,1932331,+39.6964633,-082.6147166
22026,22026,B5,G6350,S,20888171,4143750,+38.5600407,-077.2962139
22027,22027,B5,G6350,S,1678348,200,+38.8948532,-077.2230482
59721,59721,B5,G6350,S,666679062,949045,+45.8830864,-111.8371926
37137,37137,B5,G6350,S,218510119,230816,+35.8841729,-087.5053492
43135,43135,B5,G6350,S,246868348,449888,+39.4681841,-082.6934201
43136,43136,B5,G6350,S,719124,0,+39.8013173,-082.8124811
49548,49548,B5,G6350,S,27394368,34597,+42.8704542,-085.6626051
43137,43137,B5,G6350,S,77932438,4116326,+39.8088996,-082.9872943
37138,37138,B5,G6350,S,45970950,8668864,+36.2440145,-086.6093915
22030,22030,B5,G6350,S,48889153,241696,+38.8371855,-077.3404797
37140,37140,B5,G6350,S,67502015,0,+35.8591494,-087.6524941
37141,37141,B5,G6350,S,54960431,0,+36.6149625,-086.7019693
37142,37142,B5,G6350,S,94741261,1675475,+36.4109657,-087.5096656
59722,59722,B5,G6350,S,947992024,1929761,+46.3664828,-112.7725009
06112,06112,B5,G6350,S,7058329,13593,+41.7933364,-072.6958230
06114,06114,B5,G6350,S,10467790,365690,+41.7408539,-072.6706948
06117,06117,B5,G6350,S,25733520,665979,+41.7851600,-072.7635639
06118,06118,B5,G6350,S,25648665,760330,+41.7487016,-072.6096858
06119,06119,B5,G6350,S,5285091,0,+41.7634210,-072.7272078
06120,06120,B5,G6350,S,9214513,1044531,+41.7871980,-072.6648369
06160,06160,B5,G6350,S,138776,0,+41.7666073,-072.6911495
06226,06226,B5,G6350,S,18811174,267883,+41.7082377,-072.2085494
06231,06231,B5,G6350,S,41087772,477283,+41.6329363,-072.3673475
50457,50457,B5,G6350,S,88503703,0,+42.9163370,-093.4936083
