ZIP Code,GEOID10,CLASSFP10,MTFCC10,FUNCSTAT10,Land Area,Water Area,Latitude,Longitude
15081,15081,B5,G6350,S,830794,220847,+40.5750716,-080.2361035
15082,15082,B5,G6350,S,809430,0,+40.3778409,-080.2129158
15083,15083,B5,G6350,S,9489251,413350,+40.2624659,-079.7857442
15084,15084,B5,G6350,S,72059152,444408,+40.6285902,-079.8032641
15085,15085,B5,G6350,S,24652742,0,+40.3857034,-079.7224492
15086,15086,B5,G6350,S,4215975,0,+40.6749468,-080.1061805
15087,15087,B5,G6350,S,1852252,533553,+40.1895218,-079.8534224
15088,15088,B5,G6350,S,523317,167537,+40.2721467,-079.8961805
15089,15089,B5,G6350,S,49562360,1000575,+40.2252330,-079.7488064
15090,15090,B5,G6350,S,54739464,20971,+40.6250352,-080.0670676
15101,15101,B5,G6350,S,52369784,269432,+40.5803281,-079.9552406
15102,15102,B5,G6350,S,26818550,0,+40.3213561,-080.0365491
15104,15104,B5,G6350,S,6341411,545397,+40.4040373,-079.8623996
15106,15106,B5,G6350,S,28919476,0,+40.4101206,-080.1142094
15108,15108,B5,G6350,S,102266086,1565083,+40.5004719,-080.2018018
54845,54845,B5,G6350,S,17312756,42364,+45.7973268,-092.1937872
54846,54846,B5,G6350,S,81018107,169695,+46.3783165,-090.7202383
54847,54847,B5,G6350,S,426797915,17857428,+46.5793258,-091.3998495
54848,54848,B5,G6350,S,483949433,12393956,+45.5160395,-091.1038221
54849,54849,B5,G6350,S,234763344,8974153,+46.4810973,-091.7254072
54850,54850,B5,G6350,S,201396992,7046226,+46.9406451,-090.5708301
54853,54853,B5,G6350,S,241932694,19651757,+45.5681142,-092.4502062
54854,54854,B5,G6350,S,206504011,12135072,+46.6503801,-091.6671670
54855,54855,B5,G6350,S,186203259,457107,+46.3826309,-090.8275196
54856,54856,B5,G6350,S,598221366,5337413,+46.4427474,-091.1293091
54857,54857,B5,G6350,S,730006,49339,+45.5962339,-091.6056372
54858,54858,B5,G6350,S,49952671,3851386,+45.5193819,-092.4578442
54859,54859,B5,G6350,S,469072049,34174605,+46.1229979,-091.8036567
54861,54861,B5,G6350,S,12326462,0,+46.6149713,-090.6566776
54862,54862,B5,G6350,S,115144870,1207040,+45.7787007,-091.1423813
54864,54864,B5,G6350,S,131765687,410804,+46.6133542,-091.7906314
54865,54865,B5,G6350,S,159106060,283502,+46.7397166,-091.3749914
54867,54867,B5,G6350,S,85270092,1388082,+45.8217010,-091.2031211
54868,54868,B5,G6350,S,543291203,14012933,+45.5256575,-091.7076668
54870,54870,B5,G6350,S,233416372,26053609,+45.7092600,-091.7752733
54871,54871,B5,G6350,S,288134808,18128328,+45.7496342,-092.0020231
54872,54872,B5,G6350,S,161191918,17237006,+45.7770698,-092.4017153
54873,54873,B5,G6350,S,696485370,26599329,+46.3463453,-091.7022291
54874,54874,B5,G6350,S,381407879,5067896,+46.5655416,-091.9428066
54875,54875,B5,G6350,S,286334878,9751269,+45.9656425,-091.6922166
54876,54876,B5,G6350,S,264112242,36598479,+45.8360418,-091.4935131
54880,54880,B5,G6350,S,445711108,29832136,+46.5908739,-092.1283097
54888,54888,B5,G6350,S,247680036,12364373,+45.9748068,-091.8668921
54889,54889,B5,G6350,S,181340756,10787685,+45.4151131,-092.1701067
21634,21634,B5,G6350,S,12191911,20814645,+38.2921635,-076.1991530
21635,21635,B5,G6350,S,79647645,4063540,+39.3347913,-075.8466243
08087,08087,B5,G6350,S,129302884,17708861,+39.5905727,-074.3751711
21636,21636,B5,G6350,S,57207202,157671,+39.0252915,-075.8028056
21638,21638,B5,G6350,S,25319014,14315249,+38.9402014,-076.2076043
21639,21639,B5,G6350,S,85024524,341759,+38.9587324,-075.7824989
21640,21640,B5,G6350,S,71616962,185174,+39.0681413,-075.8209483
21641,21641,B5,G6350,S,226770,12435,+38.9179186,-075.9402133
08088,08088,B5,G6350,S,359315571,4148442,+39.8514669,-074.6934124
08089,08089,B5,G6350,S,49543470,197908,+39.7211968,-074.8266538
21643,21643,B5,G6350,S,123390705,5318716,+38.6455822,-075.8698959
21644,21644,B5,G6350,S,11140665,0,+39.1124281,-075.8735212
08090,08090,B5,G6350,S,6639374,112576,+39.7990725,-075.1506975
21645,21645,B5,G6350,S,98640926,7809407,+39.3158186,-075.9561646
08091,08091,B5,G6350,S,8655350,15360,+39.8071159,-074.9241780
21647,21647,B5,G6350,S,8550555,1633576,+38.8123530,-076.2834530
21648,21648,B5,G6350,S,45631388,10852828,+38.4853564,-076.2393303
08092,08092,B5,G6350,S,60010042,7688906,+39.6471817,-074.2845992
21649,21649,B5,G6350,S,44112997,24292,+39.1328931,-075.7706837
21650,21650,B5,G6350,S,28676905,135772,+39.3143764,-075.8170230
08093,08093,B5,G6350,S,12088668,2305392,+39.8646507,-075.1374752
21651,21651,B5,G6350,S,100849436,1990939,+39.2560846,-075.8515227
21652,21652,B5,G6350,S,1552330,2728352,+38.7031883,-076.2741350
21653,21653,B5,G6350,S,450130,123701,+38.7504640,-076.1797332
21654,21654,B5,G6350,S,28403395,9892904,+38.6889013,-076.1260399
21655,21655,B5,G6350,S,137278623,8645387,+38.7449676,-075.9127679
21657,21657,B5,G6350,S,64469264,44319,+38.9687408,-075.9861621
08094,08094,B5,G6350,S,136742275,2451248,+39.6505870,-074.9592925
02116,02116,B5,G6350,S,1633047,288816,+42.3505793,-071.0763972
02118,02118,B5,G6350,S,2839686,4897,+42.3375824,-071.0704819
02119,02119,B5,G6350,S,4137558,0,+42.3240287,-071.0850172
02120,02120,B5,G6350,S,1607480,0,+42.3320903,-071.0965446
02121,02121,B5,G6350,S,4520352,23476,+42.3062667,-071.0858974
02122,02122,B5,G6350,S,5270568,1632379,+42.2914125,-071.0421575
02124,02124,B5,G6350,S,7758289,201634,+42.2858047,-071.0705705
02125,02125,B5,G6350,S,5522672,799277,+42.3156824,-071.0555547
02126,02126,B5,G6350,S,5385962,61083,+42.2742272,-071.0974228
02127,02127,B5,G6350,S,5239741,1589876,+42.3349918,-071.0390934
02128,02128,B5,G6350,S,12563925,2950010,+42.3612028,-071.0070497
02129,02129,B5,G6350,S,3499241,1257507,+42.3796570,-071.0614875
02130,02130,B5,G6350,S,8635264,328430,+42.3091743,-071.1138354
02131,02131,B5,G6350,S,6699886,12766,+42.2843326,-071.1262275
02132,02132,B5,G6350,S,11808860,224619,+42.2804549,-071.1620165
20623,20623,B5,G6350,S,4987632,19273,+38.7416148,-076.8424560
20624,20624,B5,G6350,S,32598620,1010261,+38.3380796,-076.7334994
20625,20625,B5,G6350,S,1279761,255198,+38.2624754,-076.8474216
20626,20626,B5,G6350,S,3138581,3998127,+38.2306011,-076.7716372
20628,20628,B5,G6350,S,17225059,14584205,+38.1529982,-076.3398589
20629,20629,B5,G6350,S,1116993,448509,+38.3364516,-076.4503502
07013,07013,B5,G6350,S,11276924,13035,+40.8694047,-074.1730621
20630,20630,B5,G6350,S,14770224,6543212,+38.1642773,-076.4757738
20632,20632,B5,G6350,S,19045190,424172,+38.4327994,-076.9579926
07014,07014,B5,G6350,S,3605203,151322,+40.8313394,-074.1354192
20634,20634,B5,G6350,S,17810303,832259,+38.2815035,-076.5247535
20636,20636,B5,G6350,S,95333688,21266072,+38.3521408,-076.5671865
15422,15422,B5,G6350,S,234243,0,+39.9811845,-079.8115869
15423,15423,B5,G6350,S,42503043,191453,+40.0899054,-079.9325209
15424,15424,B5,G6350,S,187704451,4800223,+39.8194894,-079.3592177
15425,15425,B5,G6350,S,144312192,1325933,+40.0297090,-079.5488397
15427,15427,B5,G6350,S,27075300,0,+40.0699475,-079.9748113
15428,15428,B5,G6350,S,53104454,1189756,+40.0842670,-079.6820256
15429,15429,B5,G6350,S,803035,424405,+40.0028515,-079.9382755
15430,15430,B5,G6350,S,919198,94275,+40.0394103,-079.6543899
15431,15431,B5,G6350,S,126582000,653794,+39.9498513,-079.5963378
10065,10065,B5,G6350,S,984659,0,+40.7646284,-073.9631438
10069,10069,B5,G6350,S,249044,0,+40.7759598,-073.9903411
10075,10075,B5,G6350,S,477128,0,+40.7733631,-073.9562218
10103,10103,B5,G6350,S,24776,0,+40.7607797,-073.9776696
10110,10110,B5,G6350,S,26711,0,+40.7544986,-073.9822564
10111,10111,B5,G6350,S,9579,0,+40.7591139,-073.9775961
10112,10112,B5,G6350,S,15242,0,+40.7591675,-073.9796684
10115,10115,B5,G6350,S,6618,0,+40.8108520,-073.9637437
10119,10119,B5,G6350,S,42613,0,+40.7503096,-073.9929790
10128,10128,B5,G6350,S,1206193,0,+40.7814283,-073.9500104
10152,10152,B5,G6350,S,12423,0,+40.7584035,-073.9720314
43970,43970,B5,G6350,S,461386,0,+40.4632018,-080.8891268
43971,43971,B5,G6350,S,3164173,16767,+40.1591033,-080.7133609
43972,43972,B5,G6350,S,341135,994,+40.1017538,-080.9737221
23224,23224,B5,G6350,S,30201872,742491,+37.4976025,-077.4674294
43973,43973,B5,G6350,S,233688490,3309924,+40.1902661,-081.2763282
43974,43974,B5,G6350,S,168890,0,+40.1822360,-080.8875265
43976,43976,B5,G6350,S,60727306,318262,+40.3735565,-080.9208471
43977,43977,B5,G6350,S,119070800,5551096,+40.1348525,-081.0834460
43983,43983,B5,G6350,S,53215950,5128713,+40.1371378,-081.1990379
43985,43985,B5,G6350,S,1069065,7504,+40.1653094,-081.1323533
23225,23225,B5,G6350,S,37024407,1775106,+37.5186235,-077.5129368
43986,43986,B5,G6350,S,103886032,252072,+40.3851953,-080.9956478
43988,43988,B5,G6350,S,134984626,1679695,+40.4011278,-081.1208381
23226,23226,B5,G6350,S,15320217,1072697,+37.5799121,-077.5233466
44001,44001,B5,G6350,S,88959282,643003,+41.3663306,-082.2599241
23227,23227,B5,G6350,S,29455129,1072371,+37.6113118,-077.4379684
44003,44003,B5,G6350,S,172824796,13549854,+41.6157360,-080.5859417
23228,23228,B5,G6350,S,29006518,222727,+37.6266171,-077.4928340
44004,44004,B5,G6350,S,187446721,14288990,+41.8559405,-080.7918656
23229,23229,B5,G6350,S,36938615,1573637,+37.5867719,-077.5741650
44010,44010,B5,G6350,S,49484309,317105,+41.7652763,-080.8474849
44011,44011,B5,G6350,S,53889975,150096,+41.4451003,-082.0051085
23230,23230,B5,G6350,S,10799220,68803,+37.5866388,-077.4891223
85533,85533,B5,G6350,S,2999398219,3067873,+33.3539435,-109.4057828
91766,91766,B5,G6350,S,26336886,13041,+34.0422858,-117.7561062
85534,85534,B5,G6350,S,1144843843,2940558,+32.7537823,-109.1416554
85535,85535,B5,G6350,S,11288542,165696,+32.9864701,-109.9126890
91767,91767,B5,G6350,S,14561294,12302,+34.0830858,-117.7379975
85536,85536,B5,G6350,S,374373916,915644,+33.1206511,-110.0159393
91768,91768,B5,G6350,S,22402623,13002,+34.0635158,-117.7903792
85539,85539,B5,G6350,S,145319590,2328342,+33.3406350,-110.8972236
85540,85540,B5,G6350,S,259325576,7231849,+33.0028905,-109.3815478
91770,91770,B5,G6350,S,16634986,138154,+34.0654930,-118.0845292
91773,91773,B5,G6350,S,37044256,1006822,+34.1101861,-117.8103898
91775,91775,B5,G6350,S,7945926,37002,+34.1152666,-118.0883009
85541,85541,B5,G6350,S,2027881540,953498,+34.1945371,-111.3043093
91776,91776,B5,G6350,S,8818731,1122,+34.0907757,-118.0950913
85542,85542,B5,G6350,S,567837713,21401523,+33.3246772,-110.3108464
91780,91780,B5,G6350,S,9910649,13560,+34.1020766,-118.0577541
91784,91784,B5,G6350,S,23598859,502750,+34.1411459,-117.6555828
85543,85543,B5,G6350,S,1545922012,3022155,+32.9785732,-109.9893945
85544,85544,B5,G6350,S,429463574,198655,+34.3038561,-111.5611326
91786,91786,B5,G6350,S,23184070,0,+34.1052814,-117.6620403
85545,85545,B5,G6350,S,1010498898,47320435,+33.5652506,-111.1404145
91789,91789,B5,G6350,S,40489828,122755,+34.0181949,-117.8548209
91790,91790,B5,G6350,S,14950672,69780,+34.0669637,-117.9370069
91791,91791,B5,G6350,S,17183687,53301,+34.0616241,-117.8922352
91792,91792,B5,G6350,S,9951077,1425,+34.0225813,-117.9023585
85546,85546,B5,G6350,S,1747282855,9390253,+32.6273007,-109.4307135
85550,85550,B5,G6350,S,1467413146,1456054,+33.5796449,-110.4524166
91801,91801,B5,G6350,S,11286777,0,+34.0907274,-118.1275250
85551,85551,B5,G6350,S,138832916,116735,+32.7243288,-109.5884760
85552,85552,B5,G6350,S,62045996,590530,+32.8203053,-109.7705781
91803,91803,B5,G6350,S,8459237,1730,+34.0747361,-118.1459588
85553,85553,B5,G6350,S,786547847,21425931,+33.8472233,-111.1865892
85554,85554,B5,G6350,S,1968537607,203007,+33.9766515,-110.9603436
91901,91901,B5,G6350,S,231433475,2014390,+32.8085625,-116.7100758
85601,85601,B5,G6350,S,311946421,377306,+31.5886750,-111.3148015
91902,91902,B5,G6350,S,22597034,768394,+32.6657619,-117.0186567
91905,91905,B5,G6350,S,170460717,58001,+32.6780697,-116.3068506
91906,91906,B5,G6350,S,273249007,1851947,+32.6548143,-116.4655438
85602,85602,B5,G6350,S,1938269693,752972,+32.1674953,-110.4118746
85603,85603,B5,G6350,S,583186583,2771709,+31.4326689,-109.9190564
91910,91910,B5,G6350,S,31685330,86881,+32.6378817,-117.0580468
85605,85605,B5,G6350,S,847160088,398197,+32.3028125,-109.4815229
56436,56436,B5,G6350,S,1685582,46876,+47.1612571,-094.6885336
56437,56437,B5,G6350,S,172402489,12966,+46.2457451,-095.0584931
56438,56438,B5,G6350,S,372081208,6426063,+46.1386003,-094.8191785
56440,56440,B5,G6350,S,140721494,29076,+46.1419757,-094.9550894
56441,56441,B5,G6350,S,204992627,21890857,+46.5777636,-093.9814824
56442,56442,B5,G6350,S,91992241,30918035,+46.6782121,-094.1020137
56443,56443,B5,G6350,S,261400422,26978776,+46.1788955,-094.6198249
56444,56444,B5,G6350,S,144431866,36300890,+46.4357844,-093.8889442
56446,56446,B5,G6350,S,257998708,1053340,+46.1288377,-095.0974904
56447,56447,B5,G6350,S,254828649,25524080,+46.7387072,-093.9149754
56448,56448,B5,G6350,S,69753420,8791701,+46.7654689,-094.1178443
56449,56449,B5,G6350,S,238524039,6222105,+46.1785481,-094.2614227
56450,56450,B5,G6350,S,66438594,14582509,+46.2312583,-093.8315175
56452,56452,B5,G6350,S,252992642,73391848,+46.9570225,-094.4482239
56453,56453,B5,G6350,S,141416472,351824,+46.3160021,-095.1753745
56455,56455,B5,G6350,S,63098424,6904375,+46.4409863,-094.0006233
56456,56456,B5,G6350,S,1922446,0,+46.6377414,-094.3372891
56458,56458,B5,G6350,S,65549007,5113099,+47.1933369,-094.9753173
47470,47470,B5,G6350,S,119664451,2007880,+38.8182623,-086.6371339
56461,56461,B5,G6350,S,709730901,33403422,+47.2320728,-094.8539117
47471,47471,B5,G6350,S,177720956,529005,+39.1432953,-087.0051746
56464,56464,B5,G6350,S,657247854,17153304,+46.7728910,-095.1241029
56465,56465,B5,G6350,S,100248938,35382150,+46.5373224,-094.1144303
56466,56466,B5,G6350,S,483876925,14531172,+46.4205320,-094.6427265
47501,47501,B5,G6350,S,378689094,4280910,+38.6620604,-087.1736467
56467,56467,B5,G6350,S,315398166,42070915,+46.9926973,-094.8185838
47512,47512,B5,G6350,S,129118696,931403,+38.7835220,-087.3206517
47513,47513,B5,G6350,S,153607071,1080240,+38.3042214,-086.7140967
56468,56468,B5,G6350,S,133591508,62688674,+46.4876579,-094.2905167
47514,47514,B5,G6350,S,11391925,0,+38.1561999,-086.5862093
47515,47515,B5,G6350,S,144423665,609623,+38.1839127,-086.7039815
47516,47516,B5,G6350,S,76995158,190882,+38.7710064,-087.4192651
56469,56469,B5,G6350,S,708459381,18859444,+46.7812355,-093.5667778
47519,47519,B5,G6350,S,50482420,516519,+38.6027121,-086.9926949
47520,47520,B5,G6350,S,211147484,5737222,+38.1273782,-086.5271390
47521,47521,B5,G6350,S,48822955,8280065,+38.4084909,-086.7210230
47522,47522,B5,G6350,S,21898585,853120,+38.8923196,-086.8167346
47523,47523,B5,G6350,S,170261097,771744,+38.1787941,-087.0257588
55395,55395,B5,G6350,S,53045279,2620784,+44.9535050,-094.0711053
55396,55396,B5,G6350,S,275773119,2351414,+44.5463061,-094.3670131
55397,55397,B5,G6350,S,70611900,3181210,+44.8238121,-093.9379711
55398,55398,B5,G6350,S,201263116,10371839,+45.4648192,-093.6120288
55401,55401,B5,G6350,S,2332880,376153,+44.9845770,-093.2690965
55402,55402,B5,G6350,S,460409,0,+44.9760395,-093.2714441
55403,55403,B5,G6350,S,3531977,40504,+44.9699233,-093.2842532
55404,55404,B5,G6350,S,4577215,0,+44.9619964,-093.2612078
55405,55405,B5,G6350,S,7214090,499617,+44.9726735,-093.3018780
62465,62465,B5,G6350,S,96122400,0,+39.3493899,-088.6404632
38006,38006,B5,G6350,S,261530771,240870,+35.6937229,-089.0896572
38007,38007,B5,G6350,S,5192255,0,+36.1594979,-089.4270522
62466,62466,B5,G6350,S,367821591,210982,+38.7284107,-087.8526312
62467,62467,B5,G6350,S,152637451,0,+39.1311974,-088.4350002
38008,38008,B5,G6350,S,383968617,975943,+35.2464586,-088.9971799
62468,62468,B5,G6350,S,183138083,6601,+39.2769456,-088.2703089
44203,44203,B5,G6350,S,90610216,3472401,+41.0208878,-081.6286516
38011,38011,B5,G6350,S,152633287,135024,+35.4621762,-089.7116866
62469,62469,B5,G6350,S,60517070,54144,+39.3512359,-088.3338270
44212,44212,B5,G6350,S,56085381,95848,+41.2444880,-081.8288419
44214,44214,B5,G6350,S,70901588,343725,+40.9519232,-081.9997526
44215,44215,B5,G6350,S,3811337,537599,+41.0691755,-081.8959514
44216,44216,B5,G6350,S,60158017,3563940,+40.9457792,-081.5817439
38012,38012,B5,G6350,S,699427655,1799464,+35.6094170,-089.2724523
17777,17777,B5,G6350,S,97512924,3416602,+41.1065166,-076.8216957
17778,17778,B5,G6350,S,226113729,2159308,+41.2849176,-077.9839272
17779,17779,B5,G6350,S,3766227,10180,+41.2072586,-077.3769010
17801,17801,B5,G6350,S,170891867,14510791,+40.8347245,-076.7550079
17810,17810,B5,G6350,S,146975392,817824,+41.1113599,-077.0313721
17812,17812,B5,G6350,S,57979281,841281,+40.7405338,-077.2279101
17813,17813,B5,G6350,S,88791695,1400026,+40.7804010,-077.1720832
17814,17814,B5,G6350,S,357316774,2158972,+41.2732371,-076.3631422
17815,17815,B5,G6350,S,351890877,8198636,+41.0200378,-076.4200918
17820,17820,B5,G6350,S,234197972,3887565,+40.8956390,-076.4037385
17821,17821,B5,G6350,S,345863247,7526588,+40.9901422,-076.6442054
17822,17822,B5,G6350,S,191018,0,+40.9680160,-076.6051421
17823,17823,B5,G6350,S,88929521,277767,+40.7021838,-076.7722141
17824,17824,B5,G6350,S,68400609,336035,+40.8523782,-076.5053388
17827,17827,B5,G6350,S,4969545,2267,+40.7528597,-076.9680318
17829,17829,B5,G6350,S,2110442,0,+40.9005487,-077.1558038
17830,17830,B5,G6350,S,79082082,6887040,+40.6860638,-076.8051695
17832,17832,B5,G6350,S,1011509,0,+40.8059454,-076.4590196
17834,17834,B5,G6350,S,13294448,93042,+40.7802100,-076.4668754
17835,17835,B5,G6350,S,1315283,1992,+40.8789875,-077.2043118
17836,17836,B5,G6350,S,10605555,18082,+40.7143424,-076.6064618
17837,17837,B5,G6350,S,161378259,783135,+40.9749773,-076.9451499
17840,17840,B5,G6350,S,6450173,0,+40.7720918,-076.4331271
17841,17841,B5,G6350,S,205092593,445422,+40.7248691,-077.3525556
29634,29634,B5,G6350,S,3632663,72846,+34.6755997,-082.8352451
29635,29635,B5,G6350,S,179329365,2287334,+35.0776582,-082.6267029
29638,29638,B5,G6350,S,153813213,417523,+34.3638666,-082.3382037
29639,29639,B5,G6350,S,44598005,198881,+34.3036688,-082.4287935
29640,29640,B5,G6350,S,226101327,1182797,+34.8777103,-082.5754211
29642,29642,B5,G6350,S,128884128,645325,+34.7767269,-082.5636057
29643,29643,B5,G6350,S,69442062,15057554,+34.5163570,-082.9963595
29644,29644,B5,G6350,S,212454494,1374613,+34.6684178,-082.1901449
29645,29645,B5,G6350,S,277247462,1852544,+34.5879004,-082.1271357
29646,29646,B5,G6350,S,291603048,3364311,+34.1360534,-082.1484696
29649,29649,B5,G6350,S,140412811,4176455,+34.2389185,-082.1450193
29650,29650,B5,G6350,S,46599718,209284,+34.8979912,-082.2580125
29651,29651,B5,G6350,S,235031899,5530593,+34.8868202,-082.1551441
29653,29653,B5,G6350,S,179829669,3804216,+34.3060033,-082.2324693
29654,29654,B5,G6350,S,305127474,2000276,+34.4605281,-082.3618865
29655,29655,B5,G6350,S,385611768,29578439,+34.2640949,-082.6404916
29657,29657,B5,G6350,S,164692091,853874,+34.7670660,-082.6865943
29658,29658,B5,G6350,S,64543544,1226768,+34.7607037,-083.2845265
29659,29659,B5,G6350,S,1838219,0,+34.2097690,-082.6469900
29661,29661,B5,G6350,S,178346346,787360,+35.0169149,-082.4910857
29662,29662,B5,G6350,S,14758120,65960,+34.7782081,-082.3018353
29664,29664,B5,G6350,S,247960277,1331938,+34.8608882,-083.1575528
29665,29665,B5,G6350,S,544298,817,+34.7248248,-082.9146319
29666,29666,B5,G6350,S,319774303,9273692,+34.1133264,-081.9795520
56033,56033,B5,G6350,S,92526397,10703,+43.5650604,-093.9381486
56034,56034,B5,G6350,S,74444929,1841121,+44.0285981,-094.1819616
56035,56035,B5,G6350,S,1448240,33016,+43.8195223,-093.2726115
56036,56036,B5,G6350,S,305576023,1110796,+43.5518817,-093.2210228
56037,56037,B5,G6350,S,184921134,1641008,+44.0162429,-094.0516236
56039,56039,B5,G6350,S,228343247,1729038,+43.6634179,-094.3235864
56041,56041,B5,G6350,S,178242879,10278966,+44.1613046,-094.5330866
56042,56042,B5,G6350,S,135737262,57593,+43.8042338,-093.4837576
56043,56043,B5,G6350,S,52359753,8139,+43.6493950,-093.2224276
56044,56044,B5,G6350,S,207894815,3629218,+44.5647072,-093.9568385
56045,56045,B5,G6350,S,70961369,1179777,+43.7570813,-093.2143194
56046,56046,B5,G6350,S,3785627,0,+43.9645240,-093.2714489
56047,56047,B5,G6350,S,4369850,0,+43.7322631,-094.2334940
56048,56048,B5,G6350,S,309531530,13980496,+44.0927723,-093.7210967
56050,56050,B5,G6350,S,54081111,2255606,+44.2661048,-093.9454287
56051,56051,B5,G6350,S,79199939,80496,+43.5374609,-093.7105584
56052,56052,B5,G6350,S,124152733,5368276,+44.3270657,-093.5586995
54891,54891,B5,G6350,S,190535912,2086052,+46.6995905,-090.9648395
54893,54893,B5,G6350,S,408331854,44656108,+45.8786839,-092.3259784
54895,54895,B5,G6350,S,274657888,5647217,+45.4494322,-091.4607596
54896,54896,B5,G6350,S,1121125935,18789425,+45.8171732,-090.8817468
54901,54901,B5,G6350,S,43206821,3015250,+44.0627591,-088.5357730
54902,54902,B5,G6350,S,90959604,3968110,+43.9468951,-088.5402852
54904,54904,B5,G6350,S,193290605,1729747,+44.0233998,-088.6238385
54909,54909,B5,G6350,S,248614156,1393585,+44.2807040,-089.3674041
54911,54911,B5,G6350,S,21469525,906619,+44.2815330,-088.3810027
54913,54913,B5,G6350,S,163046679,63970,+44.3359963,-088.3999705
54914,54914,B5,G6350,S,46115022,239724,+44.2517118,-088.5478647
54915,54915,B5,G6350,S,40662257,848029,+44.2433509,-088.3559040
54921,54921,B5,G6350,S,201797703,843885,+44.2952202,-089.5591727
54922,54922,B5,G6350,S,122997954,690873,+44.5448208,-088.7621405
54923,54923,B5,G6350,S,350570505,16424906,+43.9977566,-088.9668318
54927,54927,B5,G6350,S,588419,21829,+44.1031282,-088.6543690
54928,54928,B5,G6350,S,28402556,471548,+44.7527028,-088.8792082
54929,54929,B5,G6350,S,309083227,4570754,+44.6365914,-088.7393795
54930,54930,B5,G6350,S,240884976,960303,+44.0326403,-089.5547993
54931,54931,B5,G6350,S,674591,0,+44.2745048,-088.6791324
54932,54932,B5,G6350,S,78273286,1534962,+43.8320026,-088.5909666
54933,54933,B5,G6350,S,2527285,115357,+44.6704839,-088.7031887
08095,08095,B5,G6350,S,5249749,105633,+39.6492981,-074.8580058
26763,26763,B5,G6350,S,122123614,1454985,+39.4730373,-078.6991754
21813,21813,B5,G6350,S,64254728,17663079,+38.4242052,-075.1616874
21814,21814,B5,G6350,S,9597261,7762404,+38.2930762,-075.8992961
21817,21817,B5,G6350,S,37920594,10163380,+37.9810248,-075.8360694
21821,21821,B5,G6350,S,28292224,12590160,+38.1645945,-075.9166595
21822,21822,B5,G6350,S,73167855,2235965,+38.2808127,-075.6360842
21824,21824,B5,G6350,S,5695397,1186343,+37.9807744,-076.0365460
21826,21826,B5,G6350,S,11531244,164658,+38.3169503,-075.6264634
21829,21829,B5,G6350,S,47170989,5926781,+38.0976594,-075.3714559
21830,21830,B5,G6350,S,81111196,2294777,+38.3973628,-075.7347684
21835,21835,B5,G6350,S,20827544,340679,+38.5318874,-075.9484585
21837,21837,B5,G6350,S,115031316,8449321,+38.4545856,-075.7662936
21838,21838,B5,G6350,S,138437043,18580312,+38.0179048,-075.7379202
21840,21840,B5,G6350,S,13555315,19331011,+38.2487356,-075.9000090
21841,21841,B5,G6350,S,79837184,2394946,+38.2469442,-075.2958060
21842,21842,B5,G6350,S,23037345,17381639,+38.3505358,-075.1288798
21849,21849,B5,G6350,S,90014458,340865,+38.3773478,-075.4621177
21850,21850,B5,G6350,S,80611622,180163,+38.3617305,-075.3970777
21851,21851,B5,G6350,S,273844684,5190716,+38.0798694,-075.5424444
21853,21853,B5,G6350,S,308201897,25988741,+38.2035399,-075.7208873
21856,21856,B5,G6350,S,90719302,9021186,+38.3307295,-075.7948849
21861,21861,B5,G6350,S,6786178,1261616,+38.5364401,-075.7273519
21862,21862,B5,G6350,S,3342321,5474,+38.3980538,-075.2261421
21863,21863,B5,G6350,S,300061723,9781545,+38.1879128,-075.3990414
21864,21864,B5,G6350,S,55087701,6539891,+38.0315721,-075.4058124
21865,21865,B5,G6350,S,41813588,10319143,+38.2873380,-075.8411794
21866,21866,B5,G6350,S,318386,0,+37.9671275,-076.0213655
21867,21867,B5,G6350,S,709891,0,+38.1096653,-075.7936777
21869,21869,B5,G6350,S,245571394,34322673,+38.4382266,-075.8962678
21871,21871,B5,G6350,S,175568004,17958886,+38.0937850,-075.7356876
21872,21872,B5,G6350,S,46808312,216712,+38.4151309,-075.2992602
76054,76054,B5,G6350,S,9842023,9036,+32.8594103,-097.1786364
76055,76055,B5,G6350,S,230659128,1625521,+32.1625407,-097.1548100
76058,76058,B5,G6350,S,141042276,1085022,+32.4703319,-097.4241792
10153,10153,B5,G6350,S,12281,0,+40.7636221,-073.9724387
10154,10154,B5,G6350,S,12382,0,+40.7577785,-073.9724875
10162,10162,B5,G6350,S,29812,0,+40.7693083,-073.9499244
10165,10165,B5,G6350,S,13058,0,+40.7521310,-073.9787223
10167,10167,B5,G6350,S,12396,0,+40.7546485,-073.9747710
10168,10168,B5,G6350,S,13211,0,+40.7514484,-073.9771032
10169,10169,B5,G6350,S,9924,0,+40.7543913,-073.9760984
10170,10170,B5,G6350,S,24921,0,+40.7526253,-073.9758766
10171,10171,B5,G6350,S,12470,0,+40.7558993,-073.9738583
10172,10172,B5,G6350,S,12415,0,+40.7552733,-073.9743148
10173,10173,B5,G6350,S,12297,0,+40.7541306,-073.9793637
10174,10174,B5,G6350,S,13224,0,+40.7514410,-073.9750035
10177,10177,B5,G6350,S,5421,0,+40.7551387,-073.9759337
10199,10199,B5,G6350,S,65414,0,+40.7513831,-073.9971519
10271,10271,B5,G6350,S,6779,0,+40.7082356,-074.0105414
10278,10278,B5,G6350,S,35671,0,+40.7151383,-074.0037175
10279,10279,B5,G6350,S,10805,0,+40.7126262,-074.0086688
